From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
1R4X	Q9Y678	reviewed	COPG1_HUMAN	Coatomer subunit gamma-1 (Gamma-1-coat protein) (Gamma-1-COP)	COPG1 COPG	Homo sapiens (Human)	874
2Q18	Q97UA0	reviewed	KDAD_SACS2	2-dehydro-3-deoxy-D-arabinonate dehydratase (EC 4.2.1.141) (2-keto-3-deoxy-D-arabinonate dehydratase) (KdaD)	kdaD SSO3118	Saccharolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2) (Sulfolobus solfataricus)	298
1W53	P40399	reviewed	RSBU_BACSU	Phosphoserine phosphatase RsbU (EC 3.1.3.3) (Sigma factor SigB regulation protein RsbU)	rsbU BSU04700	Bacillus subtilis (strain 168)	335
6I9Q	P10852	reviewed	4F2_MOUSE	Amino acid transporter heavy chain SLC3A2 (4F2 cell-surface antigen heavy chain) (4F2hc) (Solute carrier family 3 member 2) (CD antigen CD98)	Slc3a2 Mdu1	Mus musculus (Mouse)	526
3GO9	Q0WA27	unreviewed	Q0WA27_YERPE	Insulinase family protease	YPO3991	Yersinia pestis	499
2OGG	P39796	reviewed	TRER_BACSU	HTH-type transcriptional regulator TreR (Trehalose operon repressor)	treR yfxA BSU07820	Bacillus subtilis (strain 168)	238
4UVQ	Q52QJ1	unreviewed	Q52QJ1_PRODI	Thiazoline oxidase/subtilisin-like protease	patG	Prochloron didemni	1191
6GPU	P93025	reviewed	PHOT2_ARATH	Phototropin-2 (EC 2.7.11.1) (Defective in chloroplast avoidance protein 1) (Non-phototropic hypocotyl 1-like protein 1) (AtKin7) (NPH1-like protein 1)	PHOT2 CAV1 KIN7 NPL1 At5g58140 K21L19.6	Arabidopsis thaliana (Mouse-ear cress)	915
5OEM	Q61179	reviewed	IRF9_MOUSE	Interferon regulatory factor 9 (IRF-9) (IFN-alpha-responsive transcription factor subunit) (ISGF3 p48 subunit) (Interferon-stimulated gene factor 3 gamma) (ISGF-3 gamma) (Transcriptional regulator ISGF3 subunit gamma)	Irf9 Isgf3g	Mus musculus (Mouse)	399
2QP2	Q7N6X0	unreviewed	Q7N6X0_PHOLL	Photorhabdus luminescens subsp. laumondii TTO1 complete genome segment 5/17	plu1415	Photorhabdus laumondii subsp. laumondii (strain DSM 15139 / CIP 105565 / TT01) (Photorhabdus luminescens subsp. laumondii)	510
3LYG	Q47X65	unreviewed	Q47X65_COLP3	SnoaL-like domain-containing protein	CPS_3947	Colwellia psychrerythraea (strain 34H / ATCC BAA-681) (Vibrio psychroerythus)	119
2BFW	Q9V2J8	unreviewed	Q9V2J8_PYRAB	GlgA glycogen synthase (Glycogen synthase)	PAB2292	Pyrococcus abyssi (strain GE5 / Orsay)	437
3AKB	Q9F377	unreviewed	Q9F377_STRCO	Calcium binding protein	SCO4411 SC6F11.09	Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145)	170
3DK9	P00390	reviewed	GSHR_HUMAN	Glutathione reductase, mitochondrial (GR) (GRase) (EC 1.8.1.7)	GSR GLUR GRD1	Homo sapiens (Human)	522
5NGW	A0A2R2JFJ2	unreviewed	A0A2R2JFJ2_9FLAO	OpGH99A	ZP09498382.1	Ochrovirga pacifica	369
4I0O	Q8CJF7	reviewed	ELYS_MOUSE	Protein ELYS (Embryonic large molecule derived from yolk sac) (Protein MEL-28) (Putative AT-hook-containing transcription factor 1)	Ahctf1 Elys	Mus musculus (Mouse)	2243
6A8D	A8ILA3	unreviewed	A8ILA3_CHLRE	Arf	CHLRE_12g487850v5	Chlamydomonas reinhardtii (Chlamydomonas smithii)	186
1S2X	Q9JMX9	unreviewed	Q9JMX9_HELPX	Cag-Z	cag-Z	Helicobacter pylori (Campylobacter pylori)	199
3FYN	B0BFQ1	unreviewed	B0BFQ1_9BACT	Putative integron gene cassette protein	ORF1	uncultured bacterium	155
6GX2	P16442	reviewed	BGAT_HUMAN	Histo-blood group ABO system transferase (Fucosylglycoprotein 3-alpha-galactosyltransferase) (Fucosylglycoprotein alpha-N-acetylgalactosaminyltransferase) (Glycoprotein-fucosylgalactoside alpha-N-acetylgalactosaminyltransferase) (EC 2.4.1.40) (Glycoprotein-fucosylgalactoside alpha-galactosyltransferase) (EC 2.4.1.37) (Histo-blood group A transferase) (A transferase) (Histo-blood group B transferase) (B transferase) (NAGAT) [Cleaved into: Fucosylglycoprotein alpha-N-acetylgalactosaminyltransferase soluble form]	ABO	Homo sapiens (Human)	354
2FM9	P0CL52	reviewed	SIPA_SALTY	Cell invasion protein SipA (Effector protein SipA)	sipA sspA STM2882	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	685
5UKH	T1ZG69	unreviewed	T1ZG69_STRIT	LXG domain-containing protein	SIR_1489	Streptococcus intermedius B196	552
3UMH	P05067	reviewed	A4_HUMAN	Amyloid-beta precursor protein (APP) (ABPP) (APPI) (Alzheimer disease amyloid A4 protein homolog) (Alzheimer disease amyloid protein) (Amyloid precursor protein) (Amyloid-beta (A4) precursor protein) (Amyloid-beta A4 protein) (Cerebral vascular amyloid peptide) (CVAP) (PreA4) (Protease nexin-II) (PN-II) [Cleaved into: N-APP; Soluble APP-alpha (S-APP-alpha); Soluble APP-beta (S-APP-beta); C99 (Beta-secretase C-terminal fragment) (Beta-CTF); Amyloid-beta protein 42 (Abeta42) (Beta-APP42); Amyloid-beta protein 40 (Abeta40) (Beta-APP40); C83 (Alpha-secretase C-terminal fragment) (Alpha-CTF); P3(42); P3(40); C80; Gamma-secretase C-terminal fragment 59 (Amyloid intracellular domain 59) (AICD-59) (AID(59)) (Gamma-CTF(59)); Gamma-secretase C-terminal fragment 57 (Amyloid intracellular domain 57) (AICD-57) (AID(57)) (Gamma-CTF(57)); Gamma-secretase C-terminal fragment 50 (Amyloid intracellular domain 50) (AICD-50) (AID(50)) (Gamma-CTF(50)); C31]	APP A4 AD1	Homo sapiens (Human)	770
4YAP	G2IN94	unreviewed	G2IN94_SPHSK	Glutathione S-transferase	ligG SLG_08670	Sphingobium sp. (strain NBRC 103272 / SYK-6)	265
1I5P	P0A377	reviewed	CR2AA_BACTK	Pesticidal crystal protein Cry2Aa (71 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIIA(a)) (Mosquito factor) (P2 crystal protein)	cry2Aa cryB1 cryII cryIIA(a)	Bacillus thuringiensis subsp. kurstaki	633
3E4G	P22027	reviewed	ATP5S_BOVIN	ATP synthase subunit s, mitochondrial (ATP synthase-coupling factor B) (FB) (Distal membrane arm assembly complex 2-like protein) (Mitochondrial ATP synthase regulatory component factor B)	DMAC2L ATP5S ATPW	Bos taurus (Bovine)	200
2EFK	Q15642	reviewed	CIP4_HUMAN	Cdc42-interacting protein 4 (Protein Felic) (Salt tolerant protein) (hSTP) (Thyroid receptor-interacting protein 10) (TR-interacting protein 10) (TRIP-10)	TRIP10 CIP4 STOT STP	Homo sapiens (Human)	601
3UX2	Q9H5X1	reviewed	CIA2A_HUMAN	Cytosolic iron-sulfur assembly component 2A (MIP18 family protein FAM96A)	CIAO2A CIA2A FAM96A	Homo sapiens (Human)	160
5WHG	Q04311	reviewed	VMS1_YEAST	tRNA endonuclease VMS1 (EC 3.1.-.-) (VCP/CDC48-associated mitochondrial stress-responsive protein 1)	VMS1 YDR049W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	632
4JP6	U5HK42	unreviewed	U5HK42_CARPA	Papaya barwin-like protein		Carica papaya (Papaya)	122
4AQO	Q9X721	reviewed	COLG_HATHI	Collagenase ColG (EC 3.4.24.3) (Class I collagenase) (Gelatinase ColG) (Microbial collagenase)	colG	Hathewaya histolytica (Clostridium histolyticum)	1118
2I9W	Q4FPZ7	unreviewed	Q4FPZ7_PSYA2	SEC-C motif domain protein	Psyc_2064	Psychrobacter arcticus (strain DSM 17307 / VKM B-2377 / 273-4)	183
1O13	Q9X2D6	unreviewed	Q9X2D6_THEMA	Dinitrogenase iron-molybdenum cofactor biosynthesis domain-containing protein	TM_1816	Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8)	124
4P0Z	Q7BVV5	unreviewed	Q7BVV5_ENTFL	AM32 (Enterococcus faecalis plasmid pAM-beta-1 copy number repressor (copF), RepE (repE), resolvase (res beta), and type I topoisomerase (top beta) genes)	DAI13_17925 H9Q64_00960 KUB3007_P30330	Enterococcus faecalis (Streptococcus faecalis)	122
1W4S	Q90941	reviewed	PB1_CHICK	Protein polybromo-1	PBRM1 PB1	Gallus gallus (Chicken)	1633
4NK6	Q887Q3	reviewed	ALGG_PSESM	Mannuronan C5-epimerase (EC 5.1.3.37) (Alginate epimerase) (Poly(beta-D-mannuronate) C5 epimerase)	algG PSPTO_1238	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	536
5BMN	Q8PGN7	unreviewed	Q8PGN7_XANAC	Phosphoglucomutase	xanA XAC3579	Xanthomonas axonopodis pv. citri (strain 306)	450
3CAN	A6L094	unreviewed	A6L094_PHOV8	[formate-C-acetyltransferase]-activating enzyme (EC 1.97.1.4)	BVU_1420	Phocaeicola vulgatus (strain ATCC 8482 / DSM 1447 / JCM 5826 / CCUG 4940 / NBRC 14291 / NCTC 11154) (Bacteroides vulgatus)	302
3GJY	Q8NR27	unreviewed	Q8NR27_CORGL	Spermidine synthase	Cgl1237	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	314
6C3M	P17846	reviewed	CYSI_ECOLI	Sulfite reductase [NADPH] hemoprotein beta-component (SiR-HP) (SiRHP) (EC 1.8.1.2)	cysI b2763 JW2733	Escherichia coli (strain K12)	570
5AX6	Q93I73	unreviewed	Q93I73_ECOLX	CofB	cofB	Escherichia coli	523
2C6U	Q9P126	reviewed	CLC1B_HUMAN	C-type lectin domain family 1 member B (C-type lectin-like receptor 2) (CLEC-2)	CLEC1B CLEC2 UNQ721/PRO1384	Homo sapiens (Human)	229
4QDY	A0A0H2UQV5	unreviewed	A0A0H2UQV5_STRPN	Lipoprotein	SP_1560	Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)	259
5DXL	Q4WWF5	unreviewed	Q4WWF5_ASPFU	Alpha,alpha-trehalose-phosphate synthase subunit Tps2, putative (EC 2.4.1.15)	AFUA_3G05650	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293) (Neosartorya fumigata)	949
3VA9	Q6N7G5	unreviewed	Q6N7G5_RHOPA	histidine kinase (EC 2.7.13.3)	RPA2292	Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009)	474
6ELV	P43309	reviewed	PPO_MALDO	Polyphenol oxidase, chloroplastic (PPO) (EC 1.10.3.1) (Catechol oxidase)		Malus domestica (Apple) (Pyrus malus)	593
3CJJ	Q15109	reviewed	RAGE_HUMAN	Advanced glycosylation end product-specific receptor (Receptor for advanced glycosylation end products)	AGER RAGE	Homo sapiens (Human)	404
1R6D	Q9ZGH3	unreviewed	Q9ZGH3_STRVZ	dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)	desIV	Streptomyces venezuelae	337
2V1M	Q00277	reviewed	GPX1_SCHMA	Glutathione peroxidase (GPX) (EC 1.11.1.9)	GPX1	Schistosoma mansoni (Blood fluke)	169
5HWA	P33673	reviewed	CHIS_NIACI	Chitosanase (EC 3.2.1.132)	csn	Niallia circulans (Bacillus circulans)	301
3LWX	A6LB22	unreviewed	A6LB22_PARD8	Na(+)-translocating NADH-quinone reductase subunit C (Na(+)-NQR subunit C) (Na(+)-translocating NQR subunit C) (EC 7.2.1.1) (NQR complex subunit C) (NQR-1 subunit C)	nqrC BDI_1123	Parabacteroides distasonis (strain ATCC 8503 / DSM 20701 / CIP 104284 / JCM 5825 / NCTC 11152)	270
1JUV	P04382	reviewed	DYR_BPT4	Dihydrofolate reductase (EC 1.5.1.3)	frd	Enterobacteria phage T4 (Bacteriophage T4)	193
1GAK	Q25063	unreviewed	Q25063_HALFU	Egg-lysin (Sperm-lysin)		Haliotis fulgens (Green abalone)	158
1IZC	Q9UVD4	unreviewed	Q9UVD4_9PEZI	Macrophomate synthase		Macrophoma commelinae	339
4REO	P27150	reviewed	RL1_THETH	Large ribosomal subunit protein uL1 (50S ribosomal protein L1)	rplA rpl1	Thermus thermophilus	229
5BY5	Q1GNW6	reviewed	ECTC_SPHAL	L-ectoine synthase (EC 4.2.1.108) (N-acetyldiaminobutyrate dehydratase)	ectC Sala_2951	Sphingopyxis alaskensis (strain DSM 13593 / LMG 18877 / RB2256) (Sphingomonas alaskensis)	137
6OU3	Q99972	reviewed	MYOC_HUMAN	Myocilin (Myocilin 55 kDa subunit) (Trabecular meshwork-induced glucocorticoid response protein) [Cleaved into: Myocilin, N-terminal fragment (Myocilin 20 kDa N-terminal fragment); Myocilin, C-terminal fragment (Myocilin 35 kDa N-terminal fragment)]	MYOC GLC1A TIGR	Homo sapiens (Human)	504
3KNY	Q8A1X3	unreviewed	Q8A1X3_BACTN	Uncharacterized protein	BT_3535	Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / JCM 5827 / CCUG 10774 / NCTC 10582 / VPI-5482 / E50)	234
6MD5	Q6TNP8	reviewed	VP26A_DANRE	Vacuolar protein sorting-associated protein 26A (Vesicle protein sorting 26A)	vps26a zgc:56673	Danio rerio (Zebrafish) (Brachydanio rerio)	327
3NO2	A5ZFJ0	unreviewed	A5ZFJ0_9BACE	PQQ enzyme repeat protein	BACCAC_01654	Bacteroides caccae ATCC 43185	294
2WTG	P30627	reviewed	GLBH_CAEEL	Globin-like protein	glb-1 cbg-1 glo ZK637.13	Caenorhabditis elegans	159
3GRE	P22219	reviewed	VPS15_YEAST	Serine/threonine-protein kinase VPS15 (EC 2.7.11.1) (Golgi-retention defective mutant protein 8) (Vacuolar protein sorting-associated protein 15)	VPS15 GRD8 VAC4 VPL19 YBR097W YBR0825	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1454
2F5U	P10209	reviewed	CVC2_HHV11	Capsid vertex component 2	CVC2 UL25	Human herpesvirus 1 (strain 17) (HHV-1) (Human herpes simplex virus 1)	580
5N9B	Q96F46	reviewed	I17RA_HUMAN	Interleukin-17 receptor A (IL-17 receptor A) (IL-17RA) (CDw217) (CD antigen CD217)	IL17RA IL17R	Homo sapiens (Human)	866
4NNB	C5AJX5	unreviewed	C5AJX5_BURGB	3-keto-5-aminohexanoate cleavage protein	bglu_2g18790	Burkholderia glumae (strain BGR1)	540
5UVD	C1GM11	unreviewed	C1GM11_PARBD	Uncharacterized protein	PADG_08402	Paracoccidioides brasiliensis (strain Pb18)	219
4HVY	Q6ZVK8	reviewed	NUD18_HUMAN	8-oxo-dGDP phosphatase NUDT18 (EC 3.6.1.58) (2-hydroxy-dADP phosphatase) (7,8-dihydro-8-oxoguanine phosphatase) (MutT homolog 3) (Nucleoside diphosphate-linked moiety X motif 18) (Nudix motif 18)	NUDT18 MTH3	Homo sapiens (Human)	323
4KRW	A0A0H2ZIZ8	unreviewed	A0A0H2ZIZ8_PSEAB	Carbon storage regulator	PA14_68470	Pseudomonas aeruginosa (strain UCBPP-PA14)	71
3LC0	Q4DA54	unreviewed	Q4DA54_TRYCC	histidine--tRNA ligase (EC 6.1.1.21)	Tc00.1047053507019.40	Trypanosoma cruzi (strain CL Brener)	478
6IH0	O67648	reviewed	LPXC_AQUAE	UDP-3-O-acyl-N-acetylglucosamine deacetylase (UDP-3-O-acyl-GlcNAc deacetylase) (EC 3.5.1.108) (UDP-3-O-[R-3-hydroxymyristoyl]-N-acetylglucosamine deacetylase)	lpxC envA aq_1772	Aquifex aeolicus (strain VF5)	282
3A2Z	P0AES0	reviewed	GSP_ECOLI	Bifunctional glutathionylspermidine synthetase/amidase (GspSA) [Includes: Glutathionylspermidine amidase (Gsp amidase) (EC 3.5.1.78) (Glutathionylspermidine amidohydrolase [spermidine-forming]); Glutathionylspermidine synthetase (Gsp synthetase) (EC 6.3.1.8) (Glutathione:spermidine ligase [ADP-forming]) (Gsp synthase)]	gss gsp b2988 JW2956	Escherichia coli (strain K12)	619
4IIK	Q5ZSQ2	reviewed	SIDD_LEGPH	Adenosine monophosphate-protein hydrolase SidD (De-AMPylase SidD) (DeAMPylase SidD) (EC 3.1.4.-) (Adenylyl-[Rab1] hydrolase)	sidD lpg2465	Legionella pneumophila subsp. pneumophila (strain Philadelphia 1 / ATCC 33152 / DSM 7513)	507
3PYC	Q9HCE7	reviewed	SMUF1_HUMAN	E3 ubiquitin-protein ligase SMURF1 (hSMURF1) (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase SMURF1) (SMAD ubiquitination regulatory factor 1) (SMAD-specific E3 ubiquitin-protein ligase 1)	SMURF1 KIAA1625	Homo sapiens (Human)	757
2AYD	Q9SI37	reviewed	WRKY1_ARATH	WRKY transcription factor 1 (Transcription factor ZAP1) (WRKY DNA-binding protein 1) (Zinc-dependent activator protein 1)	WRKY1 ZAP1 At2g04880 F1O13.1 F28I8.34	Arabidopsis thaliana (Mouse-ear cress)	487
1SP3	Q8E9W8	unreviewed	Q8E9W8_SHEON	Octaheme tetrathionate reductase Otr	otr SO_4144	Shewanella oneidensis (strain MR-1)	461
5E10	P9WI81	reviewed	PKNB_MYCTU	Serine/threonine-protein kinase PknB (EC 2.7.11.1)	pknB Rv0014c MTCY10H4.14c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	626
6QE0	P37634	reviewed	RLMJ_ECOLI	Ribosomal RNA large subunit methyltransferase J (EC 2.1.1.266) (23S rRNA (adenine(2030)-N6)-methyltransferase) (23S rRNA m6A2030 methyltransferase)	rlmJ yhiR b3499 JW3466	Escherichia coli (strain K12)	280
1SFP	P29392	reviewed	SPAD1_BOVIN	Spermadhesin-1 (Acidic seminal fluid protein) (ASFP)	SPADH1	Bos taurus (Bovine)	134
5D8M	A0A0G3FEJ8	unreviewed	A0A0G3FEJ8_9ZZZZ	Alpha/beta hydrolase		uncultured organism	421
5JUH	A1YIY3	unreviewed	A1YIY3_9GAMM	Antifreeze protein		Marinomonas primoryensis	1567
3C19	Q8TYK3	unreviewed	Q8TYK3_METKA	Uncharacterized conserved protein	MK0293	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	176
1P1M	Q9X034	reviewed	MTAD_THEMA	5-methylthioadenosine/S-adenosylhomocysteine deaminase (MTA/SAH deaminase) (EC 3.5.4.28) (EC 3.5.4.31)	mtaD TM_0936	Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8)	406
3U9W	P09960	reviewed	LKHA4_HUMAN	Leukotriene A-4 hydrolase (LTA-4 hydrolase) (EC 3.3.2.6) (Leukotriene A(4) hydrolase) (Tripeptide aminopeptidase LTA4H) (EC 3.4.11.4)	LTA4H LTA4	Homo sapiens (Human)	611
1FT5	Q57142	reviewed	C554_NITEU	Cytochrome c-554 (Cytochrome c554) (Hydroxylamine oxidoreductase-linked cytochrome)	cycA1 cycA hcy NE2337; cycA2 cycA NE2042; cycA3 cycA NE0960	Nitrosomonas europaea (strain ATCC 19718 / CIP 103999 / KCTC 2705 / NBRC 14298)	235
2CC6	B0R5M0	reviewed	DODEC_HALS3	Dodecin	OE_3073R	Halobacterium salinarum (strain ATCC 29341 / DSM 671 / R1)	68
3VII	Q8T0W7	unreviewed	Q8T0W7_9NEOP	Beta-glucosidase (EC 3.2.1.21)	NkBG	Neotermes koshunensis	498
3TPD	P23874	reviewed	HIPA_ECOLI	Serine/threonine-protein kinase toxin HipA (Ser/Thr-protein kinase HipA) (EC 2.7.11.1) (Toxin HipA)	hipA b1507 JW1500	Escherichia coli (strain K12)	440
1N81	Q8IEU2	unreviewed	Q8IEU2_PLAF7	Gamete antigen 27/25	PF3D7_1302100	Plasmodium falciparum (isolate 3D7)	217
5JQC	Q8Y842	unreviewed	Q8Y842_LISMO	Lmo1076 protein	lmo1076	Listeria monocytogenes serovar 1/2a (strain ATCC BAA-679 / EGD-e)	572
5NOD	Q8DNS0	reviewed	STKP_STRR6	Serine/threonine-protein kinase StkP (Ser/Thr-protein kinase StkP) (EC 2.7.11.1) (Eukaryotic-type Ser/Thr protein kinase) (ESTPK)	stkP pkn2 spr1577	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	659
2ZZT	Q9WZX9	unreviewed	Q9WZX9_THEMA	Cation efflux protein cytoplasmic domain-containing protein	TM_0876	Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8)	306
4KV7	Q7UNW4	unreviewed	Q7UNW4_RHOBA	Probable leucine/isoleucine/valine-binding protein	livK RB7306	Rhodopirellula baltica (strain DSM 10527 / NCIMB 13988 / SH1)	414
5MLT	A0A0H2UMY0	reviewed	SBP92_STRPN	Carbohydrate ABC transporter substrate-binding protein (Carbohydrate substrate-binding protein SP0092) (Carbohydrate SBP SP0092)	SP_0092	Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)	491
3ZUZ	P40486	reviewed	SHQ1_YEAST	Protein SHQ1 (Small nucleolar RNAs of the box H/ACA family quantitative accumulation protein 1)	SHQ1 YIL104C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	507
3EN8	Q13PU4	unreviewed	Q13PU4_PARXL	SnoaL-like domain-containing protein	Bxe_B2092	Paraburkholderia xenovorans (strain LB400)	127
2H1V	P32396	reviewed	CPFC_BACSU	Coproporphyrin III ferrochelatase (EC 4.99.1.9) (Water-soluble ferrochelatase)	cpfC hemF hemH BSU10130	Bacillus subtilis (strain 168)	310
5XDT	Q2FZ89	reviewed	FTSZ_STAA8	Cell division protein FtsZ	ftsZ SAOUHSC_01150	Staphylococcus aureus (strain NCTC 8325 / PS 47)	390
2V3I	P62694	reviewed	GUX1_HYPJE	Exoglucanase 1 (EC 3.2.1.91) (1,4-beta-cellobiohydrolase) (Cellobiohydrolase 7A) (Cel7A) (Exocellobiohydrolase I) (CBHI) (Exoglucanase I)	cbh1	Hypocrea jecorina (Trichoderma reesei)	513
5JUG	A0A1L1QK16	unreviewed	A0A1L1QK16_9ACTN	Beta-1,4-mannanase (EC 3.2.1.78)		Streptomyces sp. NRRL B-16215	168
3HZP	Q46KI2	unreviewed	Q46KI2_PROMT	DUF4440 domain-containing protein	PMN2A_0505	Prochlorococcus marinus (strain NATL2A)	130
2YH5	P0A903	reviewed	BAMC_ECOLI	Outer membrane protein assembly factor BamC	bamC dapX nlpB b2477 JW2462	Escherichia coli (strain K12)	344
6G9S	P0AD65	reviewed	MRDA_ECOLI	Peptidoglycan D,D-transpeptidase MrdA (EC 3.4.16.4) (Penicillin-binding protein 2) (PBP-2)	mrdA pbpA b0635 JW0630	Escherichia coli (strain K12)	633
3U01	P22069	reviewed	RNP30_LITPI	Protein P-30 (EC 3.1.27.-) (Onconase)		Lithobates pipiens (Northern leopard frog) (Rana pipiens)	104
2WF7	P71447	reviewed	PGMB_LACLA	Beta-phosphoglucomutase (Beta-PGM) (EC 5.4.2.6)	pgmB LL0429 L0001	Lactococcus lactis subsp. lactis (strain IL1403) (Streptococcus lactis)	221
3WWC	Q9LCQ7	reviewed	OPH_PSESP	Oxidized polyvinyl alcohol hydrolase (OPH) (Oxidized PVA hydrolase) (EC 3.7.1.7) (Beta-diketone hydrolase)	pvaB	Pseudomonas sp	379
4D0Q	Q54873	reviewed	HYSA_STRPN	Hyaluronate lyase (EC 4.2.2.1) (Hyaluronidase) (HYase)	SP_0314	Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)	1066
1XKI	P31025	reviewed	LCN1_HUMAN	Lipocalin-1 (Tear lipocalin) (Tlc) (Tear prealbumin) (TP) (von Ebner gland protein) (VEG protein)	LCN1 VEGP	Homo sapiens (Human)	176
2D58	P55008	reviewed	AIF1_HUMAN	Allograft inflammatory factor 1 (AIF-1) (Ionized calcium-binding adapter molecule 1) (Protein G1)	AIF1 G1 IBA1	Homo sapiens (Human)	147
3IUZ	Q46PQ5	unreviewed	Q46PQ5_CUPPJ	2-oxoadipate dioxygenase/decarboxylase (EC 1.13.11.93) (2-hydroxyglutarate synthase)	Reut_B5534	Cupriavidus pinatubonensis (strain JMP 134 / LMG 1197) (Cupriavidus necator (strain JMP 134))	339
1ID0	P23837	reviewed	PHOQ_ECOLI	Sensor protein PhoQ (EC 2.7.13.3) (EC 3.1.3.-) (Sensor histidine protein kinase/phosphatase PhoQ)	phoQ b1129 JW1115	Escherichia coli (strain K12)	486
3SGG	Q8A5P5	unreviewed	Q8A5P5_BACTN	Peptidase S26A, signal peptidase	BT_2193	Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / JCM 5827 / CCUG 10774 / NCTC 10582 / VPI-5482 / E50)	557
4U0O	Q8DLC2	reviewed	LIPA2_THEVB	Lipoyl synthase 2 (EC 2.8.1.8) (Lip-syn 2) (LS 2) (Lipoate synthase 2) (Lipoic acid synthase 2) (Sulfur insertion protein LipA 2)	lipA2 tll0574	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	290
1VYK	P12301	reviewed	PSBQ_SPIOL	Oxygen-evolving enhancer protein 3, chloroplastic (OEE3) (16 kDa subunit of oxygen evolving system of photosystem II) (OEC 16 kDa subunit)	PSBQ	Spinacia oleracea (Spinach)	232
4CFI	P70944	unreviewed	P70944_BURPE	Flagellin	fliC BOC38_08795 CXQ84_01400 DF122_06445 DP49_2008 ERS012318_00998 SAMEA1968934_05122	Burkholderia pseudomallei (Pseudomonas pseudomallei)	388
3LJX	Q7WZ31	unreviewed	Q7WZ31_METCP	MmoQ	mmoQ	Methylococcus capsulatus	634
1VI4	Q9KPK1	reviewed	RRAAH_VIBCH	Putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase (HMG aldolase) (EC 4.1.3.17) (Oxaloacetate decarboxylase) (OAA decarboxylase) (EC 4.1.1.112) (Regulator of ribonuclease activity homolog) (RraA-like protein)	VC_2366	Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961)	161
2JHP	P07132	reviewed	VP4_BTV10	Core protein VP4	Segment-4	Bluetongue virus 10 (isolate USA) (BTV 10)	644
3B5O	D0VWS1	unreviewed	D0VWS1_NOSP7	CADD-like protein of unknown function	ZP_00108531.1	Nostoc punctiforme (strain ATCC 29133 / PCC 73102)	244
3BN0	O66523	reviewed	RS16_AQUAE	Small ribosomal subunit protein bS16 (30S ribosomal protein S16)	rpsP aq_123	Aquifex aeolicus (strain VF5)	112
3QC0	Q92T58	unreviewed	Q92T58_RHIME	Xylose isomerase-like TIM barrel domain-containing protein	SMc04130	Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)	274
5J4U	B9I0G5	unreviewed	B9I0G5_POPTR	Glutathione S-transferase (GST) (EC 2.5.1.18)	POPTR_011G140800	Populus trichocarpa (Western balsam poplar) (Populus balsamifera subsp. trichocarpa)	220
6I18	Q16658	reviewed	FSCN1_HUMAN	Fascin (55 kDa actin-bundling protein) (Singed-like protein) (p55)	FSCN1 FAN1 HSN SNL	Homo sapiens (Human)	493
4EU0	Q9HZE7	unreviewed	Q9HZE7_PSEAE	PelD	pelD PA3061	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	455
1EUW	P06968	reviewed	DUT_ECOLI	Deoxyuridine 5'-triphosphate nucleotidohydrolase (dUTPase) (EC 3.6.1.23) (dUTP pyrophosphatase)	dut dnaS sof b3640 JW3615	Escherichia coli (strain K12)	152
