Uniprot_ID,PDB_ID,Species,Tax_ID,Type,Expression,Tissue_Expressed
G8QM54,4ydd-B,DECHLOROSOMA SUILLUM,640081.0,,,
G8QM55,4ydd-C,DECHLOROSOMA SUILLUM,640081.0,,,
P87582,4ye7-A,CYDIA POMONELLA GRANULOSIS VIRUS,654905.0,,,
A7A9N3,4yec-A,PARABACTEROIDES MERDAE ATCC 43184,411477.0,,,
A7A9N3,4yec-B,PARABACTEROIDES MERDAE ATCC 43184,411477.0,,,
P24043,4yep-A,HOMO SAPIENS,9606.0,,106.0,placenta
Q8Y8T2,4yf1-A,LISTERIA MONOCYTOGENES SEROVAR 1/2A,169963.0,,,
B6RGK2,4yg0-A,HUMAN ROTAVIRUS A,10941.0,,,
Q8NI22,4ygb-D,HOMO SAPIENS,9606.0,,155.5,adrenal gland
O34960,4ygt-A,BACILLUS SUBTILIS,224308.0,,,
R9F6K7,4yhb-A,THERMOBIFIDA FUSCA TM51,1169414.0,,,
Q03338,4yhv-A,SACCHAROMYCES CEREVISIAE,4932.0,,,
P52591,4yi0-A,MUS MUSCULUS,10090.0,,,
P9WMF1,4yif-E,MYCOBACTERIUM TUBERCULOSIS,83332.0,,,
Q9UJX6,4yii-A,HOMO SAPIENS,9606.0,soluble,25.5,testis
Q9UJX6,4yii-A,HOMO SAPIENS,9606.0,soluble,64.5,medulla oblongata
C3UWD1,4yj6-A,BACTERIUM CSBL00001,641298.0,,,
E6YIM5,4yk2-A,BARTONELLA CLARRIDGEIAE,696125.0,,,
None,4yki-B,,,,,
P26041,4yl8-A,MUS MUSCULUS,10090.0,,,
S0I3V6,4ylm-X,PSEUDOMONAS AERUGINOSA (PAK),1009714.0,,,
Q3UR97,4ymr-B,MUS MUSCULUS,10090.0,,,
O64527,4ymy-A,ARABIDOPSIS THALIANA,3702.0,,,
Q39547,4yn3-B,CUCUMIS MELO,3656.0,,,
Q20010,4ynh-B,CAENORHABDITIS ELEGANS,6239.0,,,
P21816,4yni-A,RATTUS NORVEGICUS,10116.0,,,
P0ACX9,4ynx-A,ESCHERICHIA COLI (STRAIN K12),83333.0,,,
Q69Z98,4yom-A,MUS MUSCULUS,10090.0,,,
None,4yor-A,,,,,
P08670,4ypc-A,HOMO SAPIENS,9606.0,soluble,3690.8,ovary
None,4ypn-A,,,,,
None,4ypo-B,,,,,
Q9X1R4,4ys0-A,THERMOTOGA MARITIMA,243274.0,,,
Q8I1Y0,4ys4-A,PLASMODIUM FALCIPARUM,36329.0,,,
Q93009,4ysi-A,HOMO SAPIENS,9606.0,soluble,58.8,testis
A5VWI3,4ysl-A,PSEUDOMONAS PUTIDA (STRAIN F1 / ATCC 700007),351746.0,,,
Q58734,4yt2-A,METHANOCALDOCOCCUS JANNASCHII,2190.0,,,
Q9RQJ2,4ytb-A,PORPHYROMONAS GINGIVALIS,242619.0,,,
Q8BR07,4ytd-A,MUS MUSCULUS,10090.0,,,
Q58125,4yte-A,METHANOCALDOCOCCUS JANNASCHII,2190.0,,,
Q15431,4yto-B,HOMO SAPIENS,9606.0,,40.2,testis
O60200,4ytw-C,SACCHAROMYCES CEREVISIAE,559292.0,,,
Q05776,4ytw-D,SACCHAROMYCES CEREVISIAE,559292.0,,,
P41271,4yu8-A,HOMO SAPIENS,9606.0,,676.6,cervix
D7RK32,4yuc-A,CORALLOCOCCUS CORALLOIDES,184914.0,,,
Q14498,4yud-A,HOMO SAPIENS,9606.0,aggregator,172.0,bone marrow
Q20010,4yv4-H,CAENORHABDITIS ELEGANS,6239.0,,,
Q940U6,4yvo-A,ARABIDOPSIS THALIANA,3702.0,,,
P42804,4yvq-A,ARABIDOPSIS THALIANA,3702.0,,,
F4F7F5,4ywf-A,VERRUCOSISPORA MARIS,1003110.0,,,
Q8U3I4,4ywk-A,PYROCOCCUS FURIOSUS,186497.0,,,
P35052,4ywt-B,HOMO SAPIENS,9606.0,,226.0,skin
Q2YUQ2,4ywz-A,STAPHYLOCOCCUS AUREUS,1280.0,,,
P40699,4yx1-A,SALMONELLA TYPHIMURIUM,99287.0,,,
Q8EGK4,4yx6-A,SHEWANELLA ONEIDENSIS,70863.0,,,
P40699,4yx7-A,SALMONELLA TYPHIMURIUM,99287.0,,,
P10238,4yxp-A,HUMAN HERPESVIRUS 1 (STRAIN 17),10299.0,,,
None,4yy2-A,,,,,
Q92P20,4yyc-A,RHIZOBIUM MELILOTI,266834.0,,,
Q9FIP9,4yz6-A,ARABIDOPSIS THALIANA,3702.0,,,
P67430,4yze-C,ESCHERICHIA COLI,83333.0,,,
P49599,4yzg-A,ARABIDOPSIS THALIANA,3702.0,,,
None,4yzk-A,,,,,
Q976U3,4yzo-C,SULFOLOBUS TOKODAII STR. 7,273063.0,,,
None,4yzz-A,,,,,
Q2YLQ3,4z04-A,BRUCELLA ABORTUS (STRAIN 2308),359391.0,,,
Q6R5N8,4z0c-D,MUS MUSCULUS,10090.0,,,
Q6L8Q7,4z0v-A,HOMO SAPIENS,9606.0,soluble,13.9,bone marrow
None,4z0y-B,,,,,
Q5UPL2,4z24-B,ACANTHAMOEBA POLYPHAGA MIMIVIRUS,212035.0,,,
A4TUL6,4z29-B,MAGNETOSPIRILLUM GRYPHISWALDENSE,55518.0,,,
Q9Y5B9,4z2n-A,HOMO SAPIENS,9606.0,aggregator,56.8,thymus
B6E9V6,4z39-B,MEGOURA VICIAE,112273.0,,,
T7DCJ2,4z3g-A,ESCHERICHIA COLI,562.0,,,
Q6VS32,4z3t-B,NEISSERIA MENINGITIDIS,487.0,,,
Q39TV9,4z3x-E,GEOBACTER METALLIREDUCENS GS-15,269799.0,,,
Q13569,4z47-A,HOMO SAPIENS,9606.0,,25.7,thymus
B6WQE2,4z48-B,DESULFOVIBRIO PIGER ATCC 29098,411464.0,,,
None,4z4a-A,,,,,
Q9UH03,4z54-A,HOMO SAPIENS,9606.0,,233.7,cerebral cortex
Q55688,4z5s-A,SYNECHOCYSTIS SP. (STRAIN PCC 6803 / KAZUSA),1111708.0,,,
Q88QV5,4z67-A,PSEUDOMONAS PUTIDA (STRAIN KT2440),160488.0,,,
Q45135,4z6m-B,BREVIBACTERIUM FUSCUM,47914.0,,,
Q8Y775,4z7e-B,LISTERIA MONOCYTOGENES EGD-E,169963.0,,,
None,4z7x-A,,,,,
V4YLU4,4z80-B,TOXOPLASMA GONDII,5811.0,,,
B6KQU6,4z80-C,TOXOPLASMA GONDII,5811.0,,,
P28347,4z8e-C,HOMO SAPIENS,9606.0,,72.6,tongue
A5JZ09,4z8n-A,PLASMODIUM VIVAX (STRAIN SALVADOR I),126793.0,,,
Q6TKR8,4z8t-A,XANTHOMONAS ORYZAE PV. ORYZICOLA,129394.0,,,
Q6TKR9,4z8t-B,XANTHOMONAS ORYZAE PV. ORYZICOLA,129394.0,,,
P82242,4z8w-A,PLANTAGO LANCEOLATA,39414.0,,,
None,4z9d-B,,,,,
P07017,4z9h-A,ESCHERICHIA COLI (STRAIN K12),83333.0,,,
P18272,4z9p-A,ZAIRE EBOLAVIRUS (STRAIN MAYINGA-76),128952.0,,,
C6FX40,4za1-A,STREPTOMYCES ACTUOSUS,1885.0,,,
None,4za6-B,,,,,
A2QHE5,4za9-A,ASPERGILLUS NIGER,425011.0,,,
Q8KND8,4zas-E,MICROMONOSPORA ECHINOSPORA,1877.0,,,
Q9HX08,4zav-A,PSEUDOMONAS AERUGINOSA,287.0,,,
Q9SU14,4zb3-A,ARABIDOPSIS THALIANA,3702.0,,,
P32523,4zb4-A,SACCHAROMYCES CEREVISIAE,559292.0,,,
C4IR59,4zbg-A,BRUCELLA ABORTUS STR. 2308 A,641140.0,,,
Q9NPG3,4zbj-D,XENOPUS LAEVIS,559292.0,,48.9,bone marrow
D7C0E5,4zbo-D,STREPTOMYCES BINGCHENGGENSIS (STRAIN BCW-1),749414.0,,,
Q14790,4zbw-A,HOMO SAPIENS,9606.0,soluble,66.6,bone marrow
P68928,4zc3-A,BACILLUS PHAGE SF6,10773.0,,,
None,4zcn-A,,,,,
Q8IEE9,4zcr-A,PLASMODIUM FALCIPARUM,36329.0,,,
Q46347,4zd6-F,CORYNEBACTERIUM SP.,1720.0,,,
Q05871,4zdf-A,SACCHAROMYCES CEREVISIAE,4932.0,,,
O24606,4zds-A,ARABIDOPSIS THALIANA,3702.0,,,
A6ZSR0,4zdy-A,SACCHAROMYCES CEREVISIAE (STRAIN YJM789),307796.0,,,
A6ZSR0,4ze3-A,SACCHAROMYCES CEREVISIAE (STRAIN YJM789),307796.0,,,
Q8IJ74,4zev-B,PLASMODIUM FALCIPARUM (ISOLATE 3D7),36329.0,,,
Q96F24,4zey-A,HOMO SAPIENS,9606.0,soluble,45.1,liver
Q02223,4zfo-F,HOMO SAPIENS,9606.0,,47.9,tonsil
B3VI55,4zfv-B,LIPOMYCES STARKEYI,29829.0,,,
A6L3L5,4zgf-A,BACTEROIDES VULGATUS,435590.0,,,
P43220,4zgm-A,HOMO SAPIENS,9606.0,,7.0,pancreas
None,4zgm-B,,,,,
Q9P7N5,4zgp-A,SCHIZOSACCHAROMYCES POMBE,4896.0,,,
Q9ZKV2,4zh0-A,HELICOBACTER PYLORI,210.0,,,
F2Z7L1,4zh5-B,PERINEREIS BREVICIRRIS,6356.0,,,
Q5ZYD6,4zhb-A,ESCHERICHIA COLI,272624.0,,,
Q9I4L6,4zhw-A,PSEUDOMONAS AERUGINOSA PAO1,208964.0,,,
Q8C6E0,4zi3-C,MUS MUSCULUS,10090.0,,,
None,4zi5-B,,,,,
Q07812,4zie-A,HOMO SAPIENS,9606.0,soluble,83.2,thymus
O53193,4zil-B,MYCOBACTERIUM TUBERCULOSIS (H37RV),83332.0,,,
P76578,4zjh-A,ESCHERICHIA COLI (STRAIN K12),83333.0,,,
V5VH25,4zju-A,ACINETOBACTER BAUMANNII,470.0,,,
P58154,4zk1-F,LYMNAEA STAGNALIS,6523.0,,,
Q08491,4zkd-A,SACCHAROMYCES CEREVISIAE,4932.0,,,
J7M1H5,4zkj-B,STREPTOCOCCUS PYOGENES M1 476,1207470.0,,,
E9M5R0,4zkq-A,CRICETID HERPESVIRUS 2,1605972.0,,,
L8F604,4zky-B,MYCOBACTERIUM SMEGMATIS,1772.0,,,
Q6PRR9,4zl4-A,PLASMODIUM VIVAX,5855.0,,,
Q9HBD1,4zld-A,HOMO SAPIENS,9606.0,,32.5,bone marrow
Q21MB1,4zlf-A,SACCHAROPHAGUS DEGRADANS 2-40,203122.0,,,
P0AB60,4zlh-A,ESCHERICHIA COLI O157:H7,83334.0,,,
Q21JW4,4zmh-B,SACCHAROPHAGUS DEGRADANS,203122.0,,,
A7XXR1,4znk-A,THERMUS PHAGE P7426,466052.0,,,
Q8GMG2,4znm-B,STREPTOMYCES GLOBISPORUS,1908.0,,,
I7HB71,4zo2-B,CHRYSEOBACTERIUM SP. STRB126,878220.0,,,
None,4zos-D,,,,,
G0S0R0,4zoy-A,CHAETOMIUM THERMOPHILUM,209285.0,,,
P0AEY8,4zp0-A,ESCHERICHIA COLI (STRAIN K12),83333.0,,,
Q5UEA2,4zpc-A,COXSACKIEVIRUS B3,12072.0,,,
B6YU74,4zpx-B,THERMOCOCCUS ONNURINEUS (STRAIN NA1),523850.0,,,
Q8BR65,4zqa-A,MUS MUSCULUS,10090.0,,,
Q5EK29,4zqx-A,URANOTAENIA SAPPHIRINA CYPOVIRUS,311554.0,,,
P35164,4zr7-C,BACILLUS SUBTILIS,224308.0,,,
None,4zr8-B,,,,,
Q95ZK7,4zrl-B,CAENORHABDITIS ELEGANS,6239.0,,,
P20062,4zrp-A,HOMO SAPIENS,9606.0,,115.8,kidney
E7DJY5,4zrs-A,UNCULTURED BACTERIUM,77133.0,,,
A7M2M0,4zrx-A,BACTEROIDES OVATUS,411476.0,,,
C6A9Y6,4zs9-B,BIFIDOBACTERIUM ANIMALIS SUBSP. LACTIS BL-04,580050.0,,,
Q6UQ65,4zsf-A,GEOBACILLUS STEAROTHERMOPHILUS,1422.0,,,
Q9K492,4zsi-B,STREPTOMYCES COELICOLOR A3(2),100226.0,,,
Q68D85,4zso-E,HOMO SAPIENS,9606.0,soluble,7.5,parathyroid gland
O67778,4zsx-A,"AQUIFEX AEOLICUS, PSEUDOMONAS AERUGINOSA",224324.0,,,
P26993,4zua-A,PSEUDOMONAS AERUGINOSA PAO1,208964.0,,,
P10258,4zv5-B,MOUSE MAMMARY TUMOR VIRUS,11758.0,,,
P0AA89,4zvc-A,ESCHERICHIA COLI K-12,83333.0,,,
P0AA89,4zvf-A,ESCHERICHIA COLI K-12,83333.0,,,
P11169,4zw9-A,HOMO SAPIENS,9606.0,,427.9,bone marrow
P04537,4zwq-G,ENTEROBACTERIA PHAGE T4,10665.0,,,
P53041,4zx2-A,HOMO SAPIENS,9606.0,soluble,58.9,skeletal muscle
C1I209,4zxa-W,PSEUDOMONAS SP. (STRAIN WBC-3),165468.0,,,
Q6CXP4,4zy8-B,KLUYVEROMYCES LACTIS,28985.0,,,
Q6N5G1,4zyl-B,RHODOPSEUDOMONAS PALUSTRIS CGA009,258594.0,,,
O25565,4zzf-A,HELICOBACTER PYLORI 26695,85962.0,,,
P38131,5a07-B,SACCHAROMYCES CEREVISIAE,559292.0,,,
None,5a0j-A,,,,,
Q1JDZ6,5a0l-B,STREPTOCOCCUS PYOGENES,370553.0,,,
A5MCJ6,5a0n-A,STREPTOCOCCUS PNEUMONIAE,406560.0,,,
Q183R7,5a0r-A,CLOSTRIDIUM DIFFICILE,272563.0,,,
P11558,5a0y-A,METHANOTHERMOBACTER MARBURGENSIS,145263.0,,,
P11560,5a0y-E,METHANOTHERMOBACTER MARBURGENSIS,145263.0,,,
P11562,5a0y-F,METHANOTHERMOBACTER MARBURGENSIS,145263.0,,,
G1FNI6,5a10-A,THLASPI ARVENSE,13288.0,,,
None,5a12-D,,,,,
P31153,5a1i-A,HOMO SAPIENS,9606.0,soluble,874.7,pancreas
P07814,5a1n-A,HOMO SAPIENS,9606.0,soluble,83.4,salivary gland
Q13155,5a1n-B,HOMO SAPIENS,9606.0,soluble,154.9,skeletal muscle
O28770,5a1q-B,ARCHAEOGLOBUS FULGIDUS,2234.0,,,
G4BX92,5a1s-C,SALMONELLA ENTERICA,28901.0,,,
Q1JGN4,5a35-A,STREPTOCOCCUS PYOGENES,160491.0,,,
Q1JGN6,5a3a-A,STREPTOCOCCUS PYOGENES,160491.0,,,
P28519,5a3d-A,SACCHAROMYCES CEREVISIAE,4932.0,,,
P25158,5a4a-A,DROSOPHILA MELANOGASTER,7227.0,,,
Q2MGH6,5a57-A,STREPTOCOCCUS PNEUMONIAE,170187.0,,,
V8FJJ2,5a61-A,ESCHERICHIA COLI K-12,83333.0,,,
K0IM51,5a62-A,CANDIDATUS NITROSOSPHAERA GARGENSIS,497727.0,,,
Q9SIY3,5a67-A,ARABIDOPSIS THALIANA,3702.0,,,
A3DJS9,5a6m-A,RUMINICLOSTRIDIUM THERMOCELLUM,203119.0,,,
D9ZNF3,5a6s-B,CLOSTRIDIUM PHAGE PHICTP1,871584.0,,,
E9KPB5,5a6w-B,ORYZA SATIVA,4530.0,,,
C4B8B8,5a6w-C,ORYZA SATIVA,4530.0,,,
P23141,5a7g-A,HOMO SAPIENS,9606.0,,2517.1,liver
P23141,5a7g-A,HOMO SAPIENS,9606.0,,703.3,duodenum
R7KJA6,5a7v-A,BACTEROIDES THETAIOTAOMICRON,818.0,,,
Q4J894,5a7z-A,SULFOLOBUS ACIDOCALDARIUS,2285.0,,,
A3DEX4,5a8c-A,CLOSTRIDIUM THERMOCELLUM,1515.0,,,
Q4J9H5,5a8j-A,SULFOLOBUS ACIDOCALDARIUS,2285.0,,,
Q21KE5,5a95-B,SACCHAROPHAGUS DEGRADANS 2-40,203122.0,,,
Q91IE3,5a96-A,LYMANTRIA DISPAR CYPOVIRUS 14,165429.0,,,
Q30C66,5a99-A,OPEROPHTERA BRUMATA CYPOVIRUS 19,352246.0,,,
Q67G23,5a9c-A,ANTHERAEA MYLITTA CYPOVIRUS 4,180167.0,,,
Q9JIP7,5a9d-A,MUS MUSCULUS,10090.0,,,
Q63424,5a9h-A,RATTUS NORVEGICUS,10116.0,,,
R4SNK4,5a9t-A,AMYCOLATOPSIS ORIENTALIS,31958.0,,,
C9ZUV7,5ab4-B,TRYPANOSOMA BRUCEI BRUCEI,5702.0,,,
Q96B97,5abs-A,HOMO SAPIENS,9606.0,,68.7,tonsil
Q9VR35,5abv-B,DROSOPHILA MELANOGASTER,7227.0,,,
P16330,5ae0-A,MUS MUSCULUS,10090.0,,,
P32138,5aeg-B,ESCHERICHIA COLI,83333.0,,,
H9JFX7,5af0-D,BOMBYX MORI,7091.0,,,
O53464,5af3-B,MYCOBACTERIUM TUBERCULOSIS H37RV,83332.0,,,
E2QGQ5,5afo-A,ESCHERICHIA COLI,591946.0,,,
O14646,5afw-A,HOMO SAPIENS,9606.0,,69.6,bone marrow
P00734,5afy-L,HOMO SAPIENS,9606.0,,1217.3,liver
P95493,5ag8-B,PORPHYROMONAS GINGIVALIS,242619.0,,,
Q9Z4P9,5agd-B,BACILLUS CIRCULANS,1397.0,,,
Q5A9A4,5agi-A,CANDIDA ALBICANS,237561.0,,,
P9WFV1,5agr-A,MYCOBACTERIUM TUBERCULOSIS,83332.0,,,
A7FSB2,5ah1-A,CLOSTRIDIUM BOTULINUM,1491.0,,,
None,5aig-B,,,,,
P34111,5aim-A,SACCHAROMYCES CEREVISIAE,4932.0,,,
Q9ULJ6,5aiz-A,HOMO SAPIENS,9606.0,soluble,51.5,endometrium
Q9RZA4,5ajg-A,DEINOCOCCUS RADIODURANS,1299.0,,,
Q85365,5ajj-A,VARIOLA VIRUS,10255.0,,,
Q10471,5ajo-A,HOMO SAPIENS,9606.0,soluble,100.1,liver
Q96EK4,5ajs-C,HOMO SAPIENS,9606.0,,48.1,skeletal muscle
Q9I0E0,5ako-C,PSEUDOMONAS AERUGINOSA,287.0,,,
Q9XZ31,5al6-A,DROSOPHILA MELANOGASTER,7227.0,,,
P34913,5am2-A,HOMO SAPIENS,9606.0,soluble,333.2,liver
P12821,5amb-A,HOMO SAPIENS,9606.0,,265.1,small intestine
A4TVL0,5amh-A,MAGNETOSPIRILLUM GRYPHISWALDENSE,431944.0,,,
A0Q7H2,5amt-A,FRANCISELLA NOVICIDA,264.0,,,
P0CI74,5an5-J,BACILLUS SUBTILIS SUBSP. SUBTILIS STR. 168,224308.0,,,
Q9X2D0,5an6-C,THERMOTOGA MARITIMA,243274.0,,,
G2EA44,5anp-B,BIZIONIA ARGENTINENSIS,1046627.0,,,
Q9HX28,5anz-A,PSEUDOMONAS AERUGINOSA,287.0,,,
None,5ao9-A,,,,,
P84516,5aog-A,SORGHUM BICOLOR,4558.0,,,
Q91QP4,5aoo-A,AICHIVIRUS A,72149.0,,,
P37108,5aox-B,HOMO SAPIENS,9606.0,soluble,426.0,cerebral cortex
P49458,5aox-D,HOMO SAPIENS,9606.0,soluble,350.5,liver
A0AEF4,5aoz-A,RUMINOCOCCUS FLAVEFACIENS,641112.0,,,
P33981,5ap6-A,HOMO SAPIENS,9606.0,soluble,46.6,thymus
E1QU22,5apg-B,VULCANISAETA DISTRIBUTA,572478.0,,,
O75976,5aq0-A,HOMO SAPIENS,9606.0,soluble,57.6,thyroid gland
Q66LT2,5aq5-E,ESCHERICHIA PHAGE T5,10726.0,,,
P96856,5aqc-A,MYCOBACTERIUM TUBERCULOSIS,83332.0,,,
Q99933,5aqm-B,HOMO SAPIENS,9606.0,,297.7,skeletal muscle
A4WYU7,5awh-A,RHODOBACTER SPHAEROIDES,349102.0,,,
Q9BQI5,5aws-A,HOMO SAPIENS,9606.0,,131.4,retina
Q93I73,5ax6-A,ESCHERICHIA COLI,562.0,,,
None,5axm-A,,,,,
P35806,5ay6-B,CAULOBACTER CRESCENTUS CB15,190650.0,,,
Q6MLJ0,5ayn-A,BDELLOVIBRIO BACTERIOVORUS,264462.0,,,
Q936H5,5ays-C,HUMAN HERPESVIRUS 1 (STRAIN 17),10299.0,,,
Q5JGC2,5ayv-B,THERMOCOCCUS KODAKARENSIS KOD1,69014.0,,,
P60955,5azb-A,ESCHERICHIA COLI,83333.0,,,
Q15363,5azw-A,HOMO SAPIENS,9606.0,soluble,271.1,liver
Q63584,5azx-B,RATTUS NORVEGICUS,10116.0,,,
I6WU39,5b08-A,CANNABIS SATIVA,3483.0,,,
O14960,5b0h-B,HOMO SAPIENS,9606.0,,477.9,liver
Q9GV45,5b0u-B,OPLOPHORUS GRACILIROSTRIS,727944.0,,,
P00423,5b1a-D,BOS TAURUS,9913.0,,,
P00426,5b1a-E,BOS TAURUS,9913.0,,,
P07471,5b1a-G,BOS TAURUS,9913.0,,,
P04038,5b1a-I,BOS TAURUS,9913.0,,,
P07470,5b1a-J,BOS TAURUS,9913.0,,,
P13183,5b1a-K,BOS TAURUS,9913.0,,,
P10175,5b1a-M,BOS TAURUS,9913.0,,,
P00396,5b1a-N,BOS TAURUS,9913.0,,,
P00415,5b1a-P,BOS TAURUS,9913.0,,,
P00428,5b1a-S,BOS TAURUS,9913.0,,,
P00429,5b1a-U,BOS TAURUS,9913.0,,,
None,5b1n-A,,,,,
None,5b1o-B,,,,,
Q9WT50,5b1q-B,HUMAN HERPESVIRUS 6B (STRAIN HST),32604.0,,,
P21855,5b1r-A,MUS MUSCULUS,10090.0,,,
A0Q5Y3,5b2p-A,FRANCISELLA TULARENSIS SUBSP. NOVICIDA U112,401614.0,,,
Q99ZW2,5b2r-B,STREPTOCOCCUS PYOGENES,1314.0,,,
Q2FUB5,5b3f-A,METHANOSPIRILLUM HUNGATEI JF-1,323259.0,,,
P72782,5b3t-A,SYNECHOCYSTIS SP. (STRAIN PCC 6803 / KAZUSA),1111708.0,,,
Q96XT4,5b46-B,SULFOLOBUS TOKODAII STR. 7,273063.0,,,
O82856,5b4s-B,MITSUARIA CHITOSANITABIDA,65048.0,,,
Q8NTB8,5b4z-A,CORYNEBACTERIUM GLUTAMICUM ATCC 13032,196627.0,,,
Q88GF9,5b52-B,PSEUDOMONAS PUTIDA (STRAIN KT2440),160488.0,,,
O15980,5b5i-A,MARSUPENAEUS JAPONICUS,27405.0,,,
None,5b5l-A,,,,,
K0GC10,5b5q-B,CHLAMYDIA TRACHOMATIS,813.0,,,
None,5b5z-A,,,,,
P51765,5b66-A,THERMOSYNECHOCOCCUS VULCANUS,32053.0,,,
D0VWR1,5b66-B,THERMOSYNECHOCOCCUS VULCANUS,32053.0,,,
D0VWR7,5b66-C,THERMOSYNECHOCOCCUS VULCANUS,32053.0,,,
P12238,5b66-E,THERMOSYNECHOCOCCUS VULCANUS,32053.0,,,
P12239,5b66-F,THERMOSYNECHOCOCCUS VULCANUS,32053.0,,,
P19052,5b66-H,THERMOSYNECHOCOCCUS VULCANUS,32053.0,,,
P12240,5b66-I,THERMOSYNECHOCOCCUS VULCANUS,32053.0,,,
Q7DGD4,5b66-J,THERMOSYNECHOCOCCUS VULCANUS,32053.0,,,
P19054,5b66-K,THERMOSYNECHOCOCCUS VULCANUS,32053.0,,,
P12312,5b66-M,THERMOSYNECHOCOCCUS VULCANUS,32053.0,,,
P12313,5b66-T,THERMOSYNECHOCOCCUS VULCANUS,32053.0,,,
P56152,5b66-U,THERMOSYNECHOCOCCUS VULCANUS,32053.0,,,
D0VWR4,5b66-X,THERMOSYNECHOCOCCUS VULCANUS,32053.0,,,
D0VWR3,5b66-Y,THERMOSYNECHOCOCCUS VULCANUS,32053.0,,,
D0VWR5,5b66-Z,THERMOSYNECHOCOCCUS VULCANUS,32053.0,,,
P55072,5b6c-A,HOMO SAPIENS,9606.0,soluble,176.0,skeletal muscle
B4Y380,5b6d-A,STREPTOMYCES RIMOFACIENS,504097.0,,,
P01031,5b71-F,HOMO SAPIENS,9606.0,soluble,433.7,liver
K7EMV3,5b78-B,HOMO SAPIENS,9606.0,,4220.9,bone marrow
P36649,5b7e-A,ESCHERICHIA COLI K-12,83333.0,,,
P36649,5b7f-A,ESCHERICHIA COLI K-12,83333.0,,,
None,5b7h-A,,,,,
Q9WYP7,5b7y-B,THERMOTOGA MARITIMA MSB8,243274.0,,,
Q8DM36,5b82-A,THERMOSYNECHOCOCCUS ELONGATUS (STRAIN BP-1),197221.0,,,
Q9UBN7,5b8d-A,HOMO SAPIENS,9606.0,soluble,97.3,liver
Q8PGN7,5bmn-A,XANTHOMONAS AXONOPODIS PV. CITRI (STRAIN 306),190486.0,,,
Q8GGM8,5bmo-C,STREPTOMYCES ATROOLIVACEUS,66869.0,,,
A7AJI6,5bmt-A,PARABACTEROIDES MERDAE ATCC 43184,411477.0,,,
P49736,5bnx-C,HOMO SAPIENS,9606.0,soluble,56.6,bone marrow
P49736,5bnx-C,HOMO SAPIENS,9606.0,soluble,67.7,bone marrow
O43173,5bo7-B,HOMO SAPIENS,9606.0,,21.7,basal ganglia
A4VT01,5bob-C,STREPTOCOCCUS SUIS (STRAIN 05ZYH33),391295.0,,,
D5DRI0,5boi-A,BACILLUS MEGATERIUM QM B1551,545693.0,,,
None,5bop-D,,,,,
Q8WWZ1,5bow-A,HOMO SAPIENS,9606.0,,12.5,skin
A0R1E8,5bp3-A,MYCOBACTERIUM SMEGMATIS,246196.0,,,
None,5bp8-A,,,,,
Q5LFK0,5bp9-A,BACTEROIDES FRAGILIS,272559.0,,,
Q8U3H1,5bpd-A,PYROCOCCUS FURIOSUS,2261.0,,,
O25743,5bpk-A,HELICOBACTER PYLORI 26695,85962.0,,,
O25743,5bpk-C,HELICOBACTER PYLORI 26695,85962.0,,,
Q9REI7,5bpx-A,ALCALIGENES SP.,512.0,,,
Q0IH16,5bpz-A,XENOPUS LAEVIS,8355.0,,,
Q45619,5bq5-B,GEOBACILLUS STEAROTHERMOPHILUS,1422.0,,,
Q00604,5bq8-D,HOMO SAPIENS,9606.0,,46.2,ovary
None,5bql-C,,,,,
P0A9S2,5br4-B,ESCHERICHIA COLI,562.0,,,
Q4E4E1,5brh-B,TRYPANOSOMA CRUZI (STRAIN CL BRENER),353153.0,,,
O95835,5brk-B,HOMO SAPIENS,9606.0,aggregator,15.6,ovary
Q99JV5,5brl-A,MUS MUSCULUS,10090.0,,,
A8HQH2,5bs1-A,CHLAMYDOMONAS REINHARDTII,3055.0,,,
G7KRM5,5bse-A,MEDICAGO TRUNCATULA,3880.0,,,
K7QVW7,5bu3-B,STREPTOMYCES RUGOSPORUS,295838.0,,,
P20239,5bup-A,MUS MUSCULUS,10090.0,,,
Q8ZH57,5buw-A,YERSINIA PESTIS,632.0,,,
P04275,5bv8-A,HOMO SAPIENS,9606.0,,151.9,adipose tissue
None,5bva-A,,,,,
None,5bvl-A,,,,,
Q00516,5bw0-B,PSEUDOMONAS AERUGINOSA,208964.0,,,
O68394,5bwd-C,THAUERA AROMATICA,59405.0,,,
O51381,5bwj-C,BORRELIA BURGDORFERI,224326.0,,,
Q93096,5bx1-A,HOMO SAPIENS,9606.0,,493.7,liver
Q9I1N2,5bxa-A,PSEUDOMONAS AERUGINOSA,208964.0,,,
Q183Z1,5bxg-A,PEPTOCLOSTRIDIUM DIFFICILE,272563.0,,,
B3TLD6,5bxr-B,BIFIDOBACTERIUM BIFIDUM JCM 1254,398514.0,,,
P0ABV6,5by4-A,ESCHERICHIA COLI,562.0,,,
F4F7F9,5by7-D,VERRUCOSISPORA MARIS (STRAIN AB-18-032),263358.0,,,
C8VMF9,5by8-A,EMERICELLA NIDULANS FGSC A4,227321.0,,,
G4VLE5,5byk-A,SCHISTOSOMA MANSONI,6183.0,,,
P0C6Y1,5bz0-A,BOS TAURUS,11122.0,,,
Q72IM4,5bz3-A,THERMUS THERMOPHILUS,274.0,,,
